,0,1,2,3,4,5,6,7,8,9,10,11,12
1233,6C:EC:EB:1F:FD:83_-85,6C:EC:EB:1F:F6:65_-84,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:9F_-93,BC:6A:29:BE:2F:23_-72,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:F6:76_-93,,,,,,
1234,6C:EC:EB:1F:F4:46_-88,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:55_-86,6C:EC:EB:1F:F6:26_-89,,,,,,,,,
1235,6C:EC:EB:1F:F6:26_-87,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F6:15_-87,6C:EC:EB:1F:F6:55_-78,7C:66:9D:7B:29:FA_-81,6C:EC:EB:1F:F6:65_-93,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:2D_-92,6C:EC:EB:1F:F4:74_-87,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:55_-78,7C:66:9D:7B:2B:90_-72
1236,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,
1237,6C:EC:EB:1F:F6:26_-88,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,
1238,6C:EC:EB:1F:F6:24_-74,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:24_-74,7C:66:9D:7B:29:FB_-85,6C:EC:EB:1F:F4:74_-90,,,,,,,,
1239,6C:EC:EB:1F:F4:74_-64,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:FD:83_-72,,,,,,,,
1240,,,,,,,,,,,,,
1241,BC:6A:29:BE:31:57_-59,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,
1242,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:55_-91,,,,,,,,,,
1243,7C:66:9D:7B:2B:90_-92,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,,,,,,,,,,
1244,6C:EC:EB:1F:FB:B0_-96,6C:EC:EB:1F:FD:9B_-76,20:CD:39:7D:42:D1_-91,6C:EC:EB:1F:FB:96_-92,6C:EC:EB:1F:FB:96_-94,6C:EC:EB:1F:FD:9B_-76,,,,,,,
1245,7C:66:9D:7B:2B:90_-88,6C:EC:EB:1F:F6:76_-61,6C:EC:EB:1F:F4:74_-73,,,,,,,,,,
1246,BC:6A:29:BE:31:57_-58,6C:EC:EB:1F:FD:83_-91,BC:6A:29:BE:31:57_-58,,,,,,,,,,
1247,7C:66:9D:7B:2B:9F_-85,6C:EC:EB:1F:F6:65_-74,,,,,,,,,,,
1248,7C:66:9D:7B:29:FB_-87,,,,,,,,,,,,
1249,7C:66:9D:7B:2D:4A_-92,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:2F:76_-82,BC:6A:29:BE:2F:76_-83,,,,,,,,,
1250,6C:EC:EB:1F:FD:83_-79,BC:6A:29:BE:31:57_-83,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-76,7C:66:9D:7B:2B:90_-69,6C:EC:EB:1F:F6:65_-92,,,,,,,
1251,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:F6:55_-68,6C:EC:EB:1F:F6:55_-68,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:24_-79,6C:EC:EB:1F:F6:65_-86,,,,,,,
1252,7C:66:9D:7B:2B:90_-85,,,,,,,,,,,,
1253,7C:66:9D:7B:2B:90_-85,BC:6A:29:BE:31:57_-62,,,,,,,,,,,
1254,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:55_-77,6C:EC:EB:1F:F4:74_-93,6C:EC:EB:1F:FD:83_-81,,,,,,,,,
1255,7C:66:9D:7B:2B:90_-81,BC:6A:29:BE:31:57_-76,7C:66:9D:7B:29:FB_-68,,,,,,,,,,
1256,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:15_-86,6C:EC:EB:1F:F6:55_-93,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:26_-77,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:76_-75,BC:6A:29:BE:2F:23_-78,,,,,
1257,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:76_-71,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:F4:74_-81,BC:6A:29:BE:2F:23_-76,7C:66:9D:7B:2B:9F_-70,BC:6A:29:BE:2F:23_-76,,,,,,
1258,6C:EC:EB:1F:F6:24_-65,6C:EC:EB:1F:F4:74_-80,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F6:15_-89,6C:EC:EB:1F:F4:74_-80,,,,,,,,
1259,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:74_-80,BC:6A:29:BE:2F:23_-88,6C:EC:EB:1F:F6:24_-83,,,,,,,,
1260,,,,,,,,,,,,,
1261,7C:66:9D:7B:29:FA_-78,BC:6A:29:BE:31:57_-61,BC:6A:29:BE:2F:76_-85,7C:66:9D:7B:2B:90_-71,6C:EC:EB:1F:F6:26_-76,BC:6A:29:BE:31:57_-61,7C:66:9D:7B:2B:90_-73,,,,,,
1262,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-82,BC:6A:29:BE:2F:76_-100,,,,,,,,,,
1263,6C:EC:EB:1F:F6:76_-90,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F6:76_-88,,,,,,,,,,
1264,6C:EC:EB:1F:F6:26_-93,6C:EC:EB:1F:FD:9B_-71,6C:EC:EB:1F:F6:24_-87,,,,,,,,,,
1265,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:2B:90_-73,,,,,,,,,,,
1266,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:65_-94,,,,,,,,,,,
1267,6C:EC:EB:1F:FD:83_-89,6C:EC:EB:1F:F6:65_-93,6C:EC:EB:1F:F4:74_-69,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F6:76_-79,,,,,,,
1268,BC:6A:29:BE:2F:23_-73,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,
1269,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:65_-88,6C:EC:EB:1F:F6:26_-83,,,,,,,,,,
1270,7C:66:9D:7B:2B:9F_-68,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:24_-81,BC:6A:29:BE:2F:23_-66,,,,,,,,,
1271,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:2B:90_-76,6C:EC:EB:1F:F6:55_-95,,,,,,,,,,
1272,7C:66:9D:7B:29:FB_-93,BC:6A:29:BE:31:57_-87,,,,,,,,,,,
1273,6C:EC:EB:1F:FD:83_-91,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:2B:90_-75,BC:6A:29:BE:31:57_-72,,,,,,,,,
1274,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:31:57_-72,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:29:FB_-90,,,,,,,,
1275,6C:EC:EB:1F:FD:9B_-91,,,,,,,,,,,,
1276,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F6:26_-86,6C:EC:EB:1F:F6:65_-99,6C:EC:EB:1F:F6:55_-85,6C:EC:EB:1F:FD:83_-74,,,,,,,,
1277,,,,,,,,,,,,,
1278,6C:EC:EB:1F:FD:83_-92,7C:66:9D:7B:29:FB_-96,6C:EC:EB:1F:F4:46_-67,6C:EC:EB:1F:F6:76_-84,,,,,,,,,
1279,BC:6A:29:BE:2F:76_-84,BC:6A:29:BE:2F:76_-85,,,,,,,,,,,
1280,BC:6A:29:BE:2F:23_-57,6C:EC:EB:1F:F4:46_-90,6C:EC:EB:1F:FD:9B_-93,,,,,,,,,,
1281,6C:EC:EB:1F:F6:15_-78,7C:66:9D:7B:2B:90_-65,,,,,,,,,,,
1282,7C:66:9D:7B:29:FB_-86,6C:EC:EB:1F:F6:65_-85,7C:66:9D:7B:29:FB_-87,,,,,,,,,,
1283,,,,,,,,,,,,,
1284,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F6:24_-81,7C:66:9D:7B:29:FB_-85,BC:6A:29:BE:31:57_-91,,,,,,,,
1285,6C:EC:EB:1F:F6:65_-92,6C:EC:EB:1F:F4:46_-66,,,,,,,,,,,
1286,6C:EC:EB:1F:F4:46_-73,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,
1287,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F6:24_-87,,,,,,,,,,,
1288,BC:6A:29:BE:2F:76_-79,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:29:FA_-72,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:2B:90_-75,,,,,,,
1289,,,,,,,,,,,,,
1290,,,,,,,,,,,,,
1291,6C:EC:EB:1F:F6:2D_-94,6C:EC:EB:1F:F6:26_-69,6C:EC:EB:1F:F6:65_-82,7C:66:9D:7B:2B:90_-76,,,,,,,,,
1292,,,,,,,,,,,,,
1293,6C:EC:EB:1F:F4:74_-77,BC:6A:29:BE:2F:23_-69,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:29:FB_-80,,,,,,,,,
1294,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:15_-85,BC:6A:29:BE:2F:23_-63,6C:EC:EB:1F:F6:24_-71,7C:66:9D:7B:2B:9F_-78,,,,,,,,
1295,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:2B:9F_-66,,,,,,,,,
1296,6C:EC:EB:1F:F6:65_-58,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F4:46_-83,,,,,,,,
1297,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:24_-67,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F6:65_-65,,,,,,
1298,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:2B:9F_-80,,,,,,,,,
1299,6C:EC:EB:1F:F6:26_-91,6C:EC:EB:1F:FD:83_-84,,,,,,,,,,,
1300,7C:66:9D:7B:29:FA_-90,BC:6A:29:BE:31:57_-92,BC:6A:29:BE:31:57_-95,BC:6A:29:BE:31:57_-96,6C:EC:EB:1F:FD:9B_-91,,,,,,,,
1301,7C:66:9D:7B:2B:90_-79,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:FD:83_-67,,,,,,,,,,
1302,7C:66:9D:7B:29:FB_-89,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:76_-92,BC:6A:29:BE:2F:23_-88,,,,,,,,
1303,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:65_-44,6C:EC:EB:1F:F4:46_-70,,,,,,,,,
1304,7C:66:9D:7B:29:FA_-81,,,,,,,,,,,,
1305,BC:6A:29:BE:31:57_-62,BC:6A:29:BE:31:57_-62,7C:66:9D:7B:29:FB_-78,BC:6A:29:BE:31:57_-62,7C:66:9D:7B:29:FA_-78,,,,,,,,
1306,6C:EC:EB:1F:F6:65_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,,,
1307,,,,,,,,,,,,,
1308,7C:66:9D:7B:29:FA_-67,7C:66:9D:7B:29:FA_-67,,,,,,,,,,,
1309,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FA_-60,7C:66:9D:7B:29:FA_-61,,,,,,,,,,
1310,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F6:26_-90,6C:EC:EB:1F:FD:83_-87,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F4:46_-70,,,,,,,,
1311,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:55_-86,7C:66:9D:7B:29:FB_-64,6C:EC:EB:1F:F6:2D_-96,7C:66:9D:7B:29:FB_-64,6C:EC:EB:1F:FD:83_-78,,,,,,,
1312,6C:EC:EB:1F:F4:74_-58,6C:EC:EB:1F:F4:46_-74,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:90_-90,,,,,,,,,
1313,6C:EC:EB:1F:F6:26_-92,7C:66:9D:7B:2B:9F_-84,BC:6A:29:BE:2F:23_-90,6C:EC:EB:1F:F6:65_-99,,,,,,,,,
1314,6C:EC:EB:1F:F6:24_-63,7C:66:9D:7B:2B:9F_-83,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:24_-64,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F4:74_-79,,,,
1315,6C:EC:EB:1F:F6:24_-70,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:24_-72,6C:EC:EB:1F:F6:24_-72,7C:66:9D:7B:29:FB_-74,,,,,,,,
1316,7C:66:9D:7B:29:FA_-76,6C:EC:EB:1F:F4:74_-93,6C:EC:EB:1F:F6:65_-92,7C:66:9D:7B:29:FB_-76,BC:6A:29:BE:31:57_-63,,,,,,,,
1317,7C:66:9D:7B:2B:9F_-76,BC:6A:29:BE:2F:23_-70,,,,,,,,,,,
1318,BC:6A:29:BE:2F:76_-85,6C:EC:EB:1F:F6:15_-92,,,,,,,,,,,
1319,7C:66:9D:7B:2D:4A_-69,,,,,,,,,,,,
1320,6C:EC:EB:1F:F6:26_-67,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:24_-74,6C:EC:EB:1F:F6:76_-82,,,,,,,,,
1321,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:2B:90_-74,6C:EC:EB:1F:F6:55_-95,,,,,,,,,
1322,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,,,,,,,,,,
1323,7C:66:9D:7B:2B:9F_-67,7C:66:9D:7B:2B:90_-81,6C:EC:EB:1F:F6:76_-62,,,,,,,,,,
1324,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,,,,,,,,,,
1325,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:65_-64,7C:66:9D:7B:2B:9F_-80,,,,,,,,,,
1326,6C:EC:EB:1F:FD:83_-81,BC:6A:29:BE:31:57_-91,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F6:26_-81,6C:EC:EB:1F:F4:46_-78,,,,,,
1327,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:29:FB_-69,,,,,,,,,,,
1328,6C:EC:EB:1F:F6:55_-93,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:31:57_-72,,,,,,,,,
1329,7C:66:9D:7B:29:FA_-76,,,,,,,,,,,,
1330,6C:EC:EB:1F:F6:76_-82,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F4:74_-69,,,,,,,,,,
1331,BC:6A:29:BE:2F:23_-93,7C:66:9D:7B:29:FA_-77,,,,,,,,,,,
1332,7C:66:9D:7B:29:FB_-99,,,,,,,,,,,,
1333,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F4:74_-85,6C:EC:EB:1F:F6:55_-93,6C:EC:EB:1F:F4:74_-86,BC:6A:29:BE:31:57_-98,,,,,,,,
1334,6C:EC:EB:1F:FD:83_-80,7C:66:9D:7B:2B:9F_-79,,,,,,,,,,,
1335,6C:EC:EB:1F:F6:26_-87,,,,,,,,,,,,
1336,7C:66:9D:7B:2B:90_-77,BC:6A:29:BE:2F:76_-71,7C:66:9D:7B:29:FA_-63,BC:6A:29:BE:31:57_-74,,,,,,,,,
1337,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F4:46_-78,,,,,,,,,,,
1338,6C:EC:EB:1F:F6:55_-86,6C:EC:EB:1F:FD:83_-74,BC:6A:29:BE:2F:23_-76,7C:66:9D:7B:29:FB_-63,6C:EC:EB:1F:F6:55_-85,,,,,,,,
1339,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:26_-75,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:F6:15_-88,BC:6A:29:BE:2F:23_-63,,,,,,,,
1340,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F4:46_-85,,,,,,,,,
1341,7C:66:9D:7B:2B:90_-74,BC:6A:29:BE:2F:76_-76,7C:66:9D:7B:2D:4A_-88,7C:66:9D:7B:2B:90_-74,,,,,,,,,
1342,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:29:FB_-88,,,,,,,,,,,
1343,7C:66:9D:7B:29:FB_-89,BC:6A:29:BE:31:57_-93,BC:6A:29:BE:31:57_-94,,,,,,,,,,
1344,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:2B:90_-76,,,,,,,,,
1345,6C:EC:EB:1F:F6:65_-62,7C:66:9D:7B:2B:9F_-81,6C:EC:EB:1F:F6:76_-78,6C:EC:EB:1F:FD:83_-76,7C:66:9D:7B:2B:9F_-81,6C:EC:EB:1F:F6:26_-85,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F6:26_-86,,,,,
1346,7C:66:9D:7B:2B:90_-68,,,,,,,,,,,,
1347,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:2D:4A_-92,7C:66:9D:7B:2B:90_-71,,,,,,,,,,
1348,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:2D:4A_-64,,,,,,,,,,,
1349,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F4:74_-56,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:65_-82,,,,,,,
1350,7C:66:9D:7B:2D:4A_-64,7C:66:9D:7B:2D:4A_-64,7C:66:9D:7B:29:FA_-71,,,,,,,,,,
1351,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:FD:83_-87,7C:66:9D:7B:2B:9F_-76,BC:6A:29:BE:31:57_-96,,,,,,,,,
1352,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:2D:4A_-92,,,,,,,,,
1353,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:24_-78,7C:66:9D:7B:2B:9F_-77,,,,,,,,,
1354,6C:EC:EB:1F:F4:74_-77,7C:66:9D:7B:29:FB_-83,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F6:15_-96,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:29:FB_-82,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:FD:83_-94,,,,,
1355,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,
1356,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F6:65_-74,7C:66:9D:7B:2B:9F_-79,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:76_-86,BC:6A:29:BE:31:57_-91,,,,,,,
1357,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:9F_-77,BC:6A:29:BE:31:57_-91,6C:EC:EB:1F:F4:74_-84,6C:EC:EB:1F:F6:65_-79,,,,,,,,
1358,6C:EC:EB:1F:F6:15_-95,6C:EC:EB:1F:F6:76_-95,,,,,,,,,,,
1359,7C:66:9D:7B:2B:90_-88,,,,,,,,,,,,
1360,BC:6A:29:BE:2F:23_-86,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F4:74_-82,6C:EC:EB:1F:F6:76_-70,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F4:46_-82,,,,,,
1361,BC:6A:29:BE:31:57_-92,6C:EC:EB:1F:F6:26_-85,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,
1362,6C:EC:EB:1F:F4:74_-79,,,,,,,,,,,,
1363,7C:66:9D:7B:2D:4A_-68,7C:66:9D:7B:2D:4A_-68,,,,,,,,,,,
1364,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F6:76_-86,,,,,,,,,,
1365,6C:EC:EB:1F:F6:2D_-91,7C:66:9D:7B:2B:90_-70,BC:6A:29:BE:2F:76_-86,7C:66:9D:7B:29:FB_-72,,,,,,,,,
1366,7C:66:9D:7B:2D:4A_-93,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-75,BC:6A:29:BE:2F:76_-74,,,,,,,,
1367,7C:66:9D:7B:29:FA_-72,,,,,,,,,,,,
1368,7C:66:9D:7B:2B:90_-83,7C:66:9D:7B:2B:90_-83,BC:6A:29:BE:2F:76_-72,7C:66:9D:7B:2D:4A_-86,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:2F:76_-72,7C:66:9D:7B:2D:4A_-84,BC:6A:29:BE:31:57_-75,,,,,
1369,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:FD:9B_-73,,,,,,,,,,,
1370,6C:EC:EB:1F:FD:83_-80,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,
1371,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F4:46_-82,,,,,,,,,,
1372,6C:EC:EB:1F:F6:55_-90,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:76_-98,6C:EC:EB:1F:F6:55_-90,7C:66:9D:7B:29:FA_-84,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:31:57_-82,,,,,,
1373,6C:EC:EB:1F:F4:4F_-95,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:55_-95,7C:66:9D:7B:29:FB_-72,,,,,,,
1374,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:2D:4A_-66,,,,,,,,,,
1375,6C:EC:EB:1F:F6:76_-83,,,,,,,,,,,,
1376,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F6:65_-82,BC:6A:29:BE:31:57_-87,,,,,,,,,,
1377,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:9F_-94,BC:6A:29:BE:31:57_-61,7C:66:9D:7B:29:FA_-78,6C:EC:EB:1F:F6:15_-78,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:2B:9F_-94,6C:EC:EB:1F:FB:C7_-95,,,,,
1378,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,
1379,7C:66:9D:7B:29:FA_-77,6C:EC:EB:1F:FB:96_-93,7C:66:9D:7B:2B:90_-77,BC:6A:29:BE:31:57_-88,6C:EC:EB:1F:F6:24_-95,6C:EC:EB:1F:F4:4F_-97,,,,,,,
1380,7C:66:9D:7B:29:FA_-61,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:29:FB_-84,,,,,,,,,,
1381,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F4:74_-70,BC:6A:29:BE:2F:23_-83,,,,,,,,,,
1382,7C:66:9D:7B:2D:4A_-58,,,,,,,,,,,,
1383,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:FD:83_-79,6C:EC:EB:1F:F6:55_-94,BC:6A:29:BE:2F:23_-67,,,,,,,,,
1384,7C:66:9D:7B:29:FA_-86,6C:EC:EB:1F:F6:24_-95,,,,,,,,,,,
1385,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:2B:9F_-81,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F6:76_-75,,,,,,,,
1386,6C:EC:EB:1F:F6:24_-71,6C:EC:EB:1F:F6:24_-71,,,,,,,,,,,
1387,7C:66:9D:7B:29:FB_-89,,,,,,,,,,,,
1388,6C:EC:EB:1F:F4:46_-67,6C:EC:EB:1F:F6:76_-86,7C:66:9D:7B:2B:9F_-74,,,,,,,,,,
1389,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-90,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:FD:83_-89,,,,,,,,
1390,7C:66:9D:7B:2B:90_-81,6C:EC:EB:1F:F6:15_-96,7C:66:9D:7B:2B:90_-81,7C:66:9D:7B:29:FB_-85,BC:6A:29:BE:31:57_-62,,,,,,,,
1391,7C:66:9D:7B:2D:4A_-62,,,,,,,,,,,,
1392,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-69,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,
1393,6C:EC:EB:1F:F6:65_-91,BC:6A:29:BE:2F:76_-94,7C:66:9D:7B:29:FA_-87,,,,,,,,,,
1394,BC:6A:29:BE:2F:76_-58,,,,,,,,,,,,
1395,,,,,,,,,,,,,
1396,6C:EC:EB:1F:F6:76_-72,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,
1397,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:29:FA_-87,,,,,,,,,,
1398,7C:66:9D:7B:29:FB_-79,7C:66:9D:7B:2B:9F_-90,6C:EC:EB:1F:F4:46_-89,,,,,,,,,,
1399,,,,,,,,,,,,,
1400,6C:EC:EB:1F:F6:26_-83,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:F4:74_-82,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:26_-85,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:FD:83_-76,,,
1401,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:76_-91,6C:EC:EB:1F:F4:46_-75,,,,,,,,,,
1402,BC:6A:29:BE:31:57_-78,7C:66:9D:7B:2B:90_-74,BC:6A:29:BE:31:57_-78,,,,,,,,,,
1403,7C:66:9D:7B:2B:9F_-86,7C:66:9D:7B:2B:9F_-87,BC:6A:29:BE:2F:23_-89,,,,,,,,,,
1404,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:90_-93,6C:EC:EB:1F:F6:65_-86,6C:EC:EB:1F:F6:76_-81,6C:EC:EB:1F:F4:74_-61,BC:6A:29:BE:2F:23_-84,6C:EC:EB:1F:F6:24_-88,,,,,,
