,0,1,2,3,4,5,6,7,8,9,10,11,12
2584,BC:6A:29:BE:31:57_-83,,,,,,,,,,,,
2585,6C:EC:EB:1F:FD:9B_-91,6C:EC:EB:1F:FD:9B_-91,,,,,,,,,,,
2586,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,,
2587,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,,,,,,,,,
2588,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-80,,,,,,,,,
2589,6C:EC:EB:1F:FD:9B_-90,7C:66:9D:7B:29:FA_-89,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-73,,,,,,,,,
2590,BC:6A:29:BE:31:57_-75,7C:66:9D:7B:29:FB_-70,BC:6A:29:BE:31:57_-75,,,,,,,,,,
2591,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:29:FB_-82,,,,,,,,,
2592,BC:6A:29:BE:2F:76_-82,BC:6A:29:BE:2F:76_-82,,,,,,,,,,,
2593,6C:EC:EB:1F:F6:2D_-90,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:F6:2D_-90,6C:EC:EB:1F:F6:2D_-90,,,,,,,,,
2594,6C:EC:EB:1F:F4:46_-80,BC:6A:29:BE:2F:23_-62,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,
2595,BC:6A:29:BE:2F:76_-76,,,,,,,,,,,,
2596,6C:EC:EB:1F:FD:9B_-90,,,,,,,,,,,,
2597,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,
2598,BC:6A:29:BE:2F:23_-82,7C:66:9D:7B:2B:9F_-77,6C:EC:EB:1F:F6:65_-86,,,,,,,,,,
2599,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,,,,,,
2600,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:26_-86,,,,,,,,,
2601,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,,
2602,6C:EC:EB:1F:F6:65_-75,BC:6A:29:BE:2F:23_-70,6C:EC:EB:1F:F4:46_-84,,,,,,,,,,
2603,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,,
2604,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F4:4F_-88,7C:66:9D:7B:29:FB_-62,,,,,,,,,
2605,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,,,,,,
2606,BC:6A:29:BE:2F:76_-58,7C:66:9D:7B:2D:4A_-68,,,,,,,,,,,
2607,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,
2608,BC:6A:29:BE:2F:23_-73,BC:6A:29:BE:2F:23_-73,,,,,,,,,,,
2609,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:FD:83_-76,,,,,,
2610,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,
2611,6C:EC:EB:1F:F6:65_-82,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:F6:26_-74,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,,,,,,,,
2612,BC:6A:29:BE:31:57_-57,,,,,,,,,,,,
2613,6C:EC:EB:1F:F6:24_-74,,,,,,,,,,,,
2614,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,,,,
2615,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,
2616,BC:6A:29:BE:2F:23_-63,BC:6A:29:BE:2F:23_-63,BC:6A:29:BE:2F:23_-63,BC:6A:29:BE:2F:23_-63,,,,,,,,,
2617,BC:6A:29:BE:31:57_-82,,,,,,,,,,,,
2618,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,,
2619,,,,,,,,,,,,,
2620,,,,,,,,,,,,,
2621,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:24_-72,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-86,,,,,
2622,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,
2623,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:15_-80,6C:EC:EB:1F:F6:15_-80,,,,,,,,,
2624,7C:66:9D:7B:29:FA_-86,7C:66:9D:7B:29:FA_-86,7C:66:9D:7B:29:FA_-86,7C:66:9D:7B:29:FA_-86,,,,,,,,,
2625,6C:EC:EB:1F:F6:2D_-88,7C:66:9D:7B:29:FA_-86,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,,,,,,,,,
2626,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,
2627,BC:6A:29:BE:2F:23_-73,,,,,,,,,,,,
2628,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,,,,,,,,,,,
2629,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,,,,,,,,,
2630,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,BC:6A:29:BE:2F:23_-72,,,,,,,,
2631,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,7C:66:9D:7B:2B:90_-72,,,,,,,,,,
2632,BC:6A:29:BE:31:57_-65,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,,,,,,,,,
2633,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-71,,,,,,,,,,
2634,6C:EC:EB:1F:F6:2D_-89,6C:EC:EB:1F:F6:2D_-89,6C:EC:EB:1F:F6:2D_-89,6C:EC:EB:1F:F6:2D_-89,6C:EC:EB:1F:F6:2D_-89,6C:EC:EB:1F:F6:2D_-89,,,,,,,
2635,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,6C:EC:EB:1F:F6:65_-58,,,,,,,,,
2636,6C:EC:EB:1F:F6:2D_-88,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,
2637,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:65_-77,,,,,,,,,,
2638,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,
2639,7C:66:9D:7B:29:FA_-84,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,,
2640,7C:66:9D:7B:29:FA_-84,6C:EC:EB:1F:F6:2D_-86,7C:66:9D:7B:29:FA_-84,,,,,,,,,,
2641,6C:EC:EB:1F:F4:74_-83,6C:EC:EB:1F:F4:74_-83,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F4:74_-83,,,,,,,,,
2642,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,,,,,,,,,,
2643,7C:66:9D:7B:29:FA_-66,,,,,,,,,,,,
2644,7C:66:9D:7B:29:FA_-64,,,,,,,,,,,,
2645,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,6C:EC:EB:1F:F6:15_-75,,,,,,,,,,
2646,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,,,,,,,,
2647,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,7C:66:9D:7B:29:FB_-68,BC:6A:29:BE:31:57_-66,,,,,,,,
2648,,,,,,,,,,,,,
2649,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F4:74_-66,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,
2650,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:26_-88,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:46_-86,6C:EC:EB:1F:F6:24_-76,6C:EC:EB:1F:F4:74_-74,,,,,,
2651,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,,,,,,,,,,,
2652,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:29:FB_-80,BC:6A:29:BE:31:57_-63,7C:66:9D:7B:29:FB_-80,,,,,,,,,
2653,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,BC:6A:29:BE:2F:23_-63,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:2B:9F_-68,,,,,,,
2654,6C:EC:EB:1F:F6:76_-59,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F6:76_-59,,,,,,,,,,
2655,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:FD:83_-83,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-71,,,,,,,,
2656,7C:66:9D:7B:2B:90_-94,,,,,,,,,,,,
2657,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,
2658,BC:6A:29:BE:2F:76_-71,,,,,,,,,,,,
2659,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F4:74_-71,,,,,,,,,,,
2660,6C:EC:EB:1F:F6:65_-69,BC:6A:29:BE:31:57_-90,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,7C:66:9D:7B:2B:9F_-79,,,,,,,,
2661,7C:66:9D:7B:29:FB_-72,,,,,,,,,,,,
2662,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F6:55_-80,6C:EC:EB:1F:F6:55_-82,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F6:55_-82,6C:EC:EB:1F:F6:55_-82,,,,,,
2663,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,
2664,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,,,,,,,,,
2665,7C:66:9D:7B:2D:4A_-63,,,,,,,,,,,,
2666,6C:EC:EB:1F:F4:74_-73,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,,,,,,,,
2667,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,,,,,,,,,,,
2668,,,,,,,,,,,,,
2669,7C:66:9D:7B:29:FA_-69,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,
2670,6C:EC:EB:1F:F6:55_-80,BC:6A:29:BE:31:57_-68,BC:6A:29:BE:31:57_-68,BC:6A:29:BE:31:57_-68,,,,,,,,,
2671,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FB_-77,,,,,,,,,
2672,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:2F:23_-92,7C:66:9D:7B:29:FA_-88,BC:6A:29:BE:31:57_-56,,,,,,,,
2673,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,,,,,,,,,,
2674,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:26_-70,,,,,,,,
2675,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,,,,,,,,
2676,,,,,,,,,,,,,
2677,7C:66:9D:7B:29:FA_-82,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,7C:66:9D:7B:2B:90_-62,,,,,,,,,
2678,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,,,,,,,,,,,
2679,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,
2680,BC:6A:29:BE:31:57_-88,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:F6:26_-72,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,6C:EC:EB:1F:FD:83_-72,,,,
2681,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,,
2682,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,BC:6A:29:BE:2F:23_-69,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,,,,,,
2683,BC:6A:29:BE:2F:23_-82,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,
2684,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-71,7C:66:9D:7B:2B:90_-71,,,,,,,,,,
2685,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F6:65_-77,,,,,,,,,
2686,7C:66:9D:7B:2B:9F_-83,7C:66:9D:7B:2B:9F_-83,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:2B:9F_-83,6C:EC:EB:1F:FD:83_-80,,,,,,,
2687,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,6C:EC:EB:1F:F6:24_-76,,,,,,,,,
2688,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,,,
2689,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,,,,,,
2690,7C:66:9D:7B:29:FB_-82,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,
2691,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:31:57_-76,,,,,,,,,,,
2692,,,,,,,,,,,,,
2693,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FB_-68,,,,,,,,,,,
2694,,,,,,,,,,,,,
2695,7C:66:9D:7B:29:FB_-74,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,
2696,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F4:74_-88,,,,,,,,,,
2697,6C:EC:EB:1F:F6:65_-78,,,,,,,,,,,,
2698,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:F4:46_-80,,,,,,,,,
2699,,,,,,,,,,,,,
2700,7C:66:9D:7B:2D:4A_-76,7C:66:9D:7B:2D:4A_-76,7C:66:9D:7B:2D:4A_-76,,,,,,,,,,
2701,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,,,,,
2702,7C:66:9D:7B:2B:90_-80,6C:EC:EB:1F:F6:65_-80,7C:66:9D:7B:2B:90_-80,7C:66:9D:7B:2B:90_-80,,,,,,,,,
2703,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,
2704,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,,,,,,,,,
2705,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,,,,,,,,,
2706,6C:EC:EB:1F:F6:55_-82,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,,,,,,,,,
2707,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,
2708,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F6:26_-75,7C:66:9D:7B:2B:9F_-75,,,,,,,,
2709,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:29:FB_-78,,,,,,,,,,
2710,7C:66:9D:7B:2B:90_-86,7C:66:9D:7B:29:FB_-81,6C:EC:EB:1F:F6:26_-80,,,,,,,,,,
2711,6C:EC:EB:1F:F6:55_-68,6C:EC:EB:1F:F6:55_-68,6C:EC:EB:1F:F6:55_-68,6C:EC:EB:1F:F6:55_-68,6C:EC:EB:1F:F6:55_-68,6C:EC:EB:1F:F6:55_-68,,,,,,,
2712,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,
2713,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,
2714,,,,,,,,,,,,,
2715,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:76_-72,,,,,,,,,
2716,7C:66:9D:7B:2B:9F_-67,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,,,,,,,,
2717,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-70,BC:6A:29:BE:2F:23_-84,,,,,,,,,,
2718,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,
2719,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:FD:83_-88,,,,,,,,,,,
2720,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,
2721,BC:6A:29:BE:31:57_-66,,,,,,,,,,,,
2722,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,,,,,,,,,
2723,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,,
2724,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,,,,,,,,,,
2725,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,,,,,,,,,
2726,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F4:74_-76,,,,,,,,,,
2727,6C:EC:EB:1F:F4:46_-77,,,,,,,,,,,,
2728,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:31:57_-87,,,,,,,,
2729,6C:EC:EB:1F:FD:9B_-83,6C:EC:EB:1F:FD:9B_-83,6C:EC:EB:1F:FD:9B_-82,6C:EC:EB:1F:FD:9B_-83,,,,,,,,,
2730,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:2D:4A_-64,,,,,,,,,,
2731,7C:66:9D:7B:2D:4A_-90,7C:66:9D:7B:2D:4A_-90,7C:66:9D:7B:2D:4A_-90,7C:66:9D:7B:2B:9F_-83,7C:66:9D:7B:2D:4A_-90,,,,,,,,
2732,6C:EC:EB:1F:F6:65_-71,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,7C:66:9D:7B:2B:90_-82,,,,,
2733,7C:66:9D:7B:29:FB_-89,7C:66:9D:7B:29:FB_-89,7C:66:9D:7B:29:FB_-89,,,,,,,,,,
2734,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,,,,,,,,
2735,7C:66:9D:7B:29:FB_-78,,,,,,,,,,,,
2736,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-74,,,,,,,,,,,
2737,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,,,,,,,
2738,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,
2739,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,
2740,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,,,,,,,,
2741,7C:66:9D:7B:29:FB_-62,BC:6A:29:BE:31:57_-75,6C:EC:EB:1F:F6:26_-93,7C:66:9D:7B:29:FB_-62,,,,,,,,,
2742,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-75,,,,,,,,,
2743,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-80,7C:66:9D:7B:2B:9F_-78,,,,,,,,,,
2744,,,,,,,,,,,,,
2745,,,,,,,,,,,,,
2746,6C:EC:EB:1F:F6:65_-86,,,,,,,,,,,,
2747,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:26_-82,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-72,7C:66:9D:7B:29:FB_-68,,,
2748,7C:66:9D:7B:2B:90_-64,7C:66:9D:7B:2B:90_-64,7C:66:9D:7B:2B:90_-64,,,,,,,,,,
2749,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F6:26_-92,7C:66:9D:7B:2B:9F_-74,,,,,,,,,
2750,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-56,7C:66:9D:7B:2B:90_-70,BC:6A:29:BE:31:57_-56,,,,,,,,
2751,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F4:46_-74,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,7C:66:9D:7B:2B:9F_-74,,,,,,
2752,,,,,,,,,,,,,
2753,BC:6A:29:BE:31:57_-96,,,,,,,,,,,,
2754,BC:6A:29:BE:31:57_-78,7C:66:9D:7B:29:FA_-75,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,6C:EC:EB:1F:F6:55_-90,BC:6A:29:BE:31:57_-78,6C:EC:EB:1F:FD:9B_-85,BC:6A:29:BE:31:57_-78,,,,
2755,7C:66:9D:7B:2D:4A_-71,BC:6A:29:BE:2F:76_-57,,,,,,,,,,,
2756,6C:EC:EB:1F:F6:76_-82,,,,,,,,,,,,
2757,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:29:FB_-87,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,,,,,,,,
