,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2353,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,,,,
2354,7C:66:9D:7B:29:FA_-84,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-84,,,,,,,,,,,,,
2355,,,,,,,,,,,,,,,,
2356,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:29:FB_-72,,,,,,
2357,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:65_-88,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,
2358,7C:66:9D:7B:2B:90_-67,,,,,,,,,,,,,,,
2359,6C:EC:EB:1F:F4:74_-69,6C:EC:EB:1F:F4:74_-69,,,,,,,,,,,,,,
2360,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-74,,,,,,,,,,,,,
2361,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,
2362,BC:6A:29:BE:2F:23_-72,BC:6A:29:BE:2F:23_-72,,,,,,,,,,,,,,
2363,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,,
2364,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,,
2365,BC:6A:29:BE:2F:76_-73,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-73,,,,,,,,,,,,,
2366,,,,,,,,,,,,,,,,
2367,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,,,,,,,,,,,,,,
2368,BC:6A:29:BE:31:57_-71,,,,,,,,,,,,,,,
2369,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,,,,,,,,,,,,
2370,BC:6A:29:BE:2F:23_-87,,,,,,,,,,,,,,,
2371,7C:66:9D:7B:29:FB_-74,,,,,,,,,,,,,,,
2372,7C:66:9D:7B:29:FB_-62,,,,,,,,,,,,,,,
2373,7C:66:9D:7B:29:FA_-70,BC:6A:29:BE:2F:76_-72,7C:66:9D:7B:2D:4A_-66,,,,,,,,,,,,,
2374,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,,,
2375,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,,,
2376,7C:66:9D:7B:29:FB_-85,,,,,,,,,,,,,,,
2377,BC:6A:29:BE:2F:76_-75,BC:6A:29:BE:2F:76_-75,,,,,,,,,,,,,,
2378,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,,
2379,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,,,,,
2380,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:29:FB_-76,BC:6A:29:BE:2F:23_-83,7C:66:9D:7B:29:FB_-76,,,,,,,,,,,,
2381,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,,,,,,,,,,,,,,
2382,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,
2383,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,,
2384,7C:66:9D:7B:2B:9F_-68,,,,,,,,,,,,,,,
2385,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,,,
2386,BC:6A:29:BE:2F:23_-75,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:F6:26_-90,,,,,,,,,,,,,
2387,7C:66:9D:7B:29:FA_-86,7C:66:9D:7B:29:FA_-86,,,,,,,,,,,,,,
2388,7C:66:9D:7B:29:FA_-89,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FA_-88,,,,,,,,,,,,
2389,,,,,,,,,,,,,,,,
2390,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,,,,,
2391,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:29:FB_-86,,,,,,,,,,,,,
2392,7C:66:9D:7B:29:FA_-59,7C:66:9D:7B:29:FA_-59,7C:66:9D:7B:29:FA_-59,,,,,,,,,,,,,
2393,7C:66:9D:7B:29:FB_-71,,,,,,,,,,,,,,,
2394,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,,,,,,,,,,,,
2395,6C:EC:EB:1F:FD:9B_-80,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FB_-66,,,,,,,,,,,,
2396,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:29:FB_-71,,,,,,,,,,,,,
2397,6C:EC:EB:1F:F6:55_-78,,,,,,,,,,,,,,,
2398,7C:66:9D:7B:29:FB_-69,,,,,,,,,,,,,,,
2399,7C:66:9D:7B:29:FA_-64,,,,,,,,,,,,,,,
2400,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,,
2401,7C:66:9D:7B:2B:90_-75,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:29:FA_-59,7C:66:9D:7B:29:FA_-59,7C:66:9D:7B:29:FA_-59,7C:66:9D:7B:29:FA_-59,,,,,,,,,,
2402,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:FD:83_-85,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F6:65_-80,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,
2403,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,,,,,,
2404,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:26_-95,,,,,,,,,,,
2405,7C:66:9D:7B:2B:9F_-71,6C:EC:EB:1F:F6:76_-75,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,,,
2406,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,
2407,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,,
2408,,,,,,,,,,,,,,,,
2409,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:31:57_-82,,,,,,,,,,,,
2410,BC:6A:29:BE:2F:76_-56,BC:6A:29:BE:2F:76_-56,BC:6A:29:BE:2F:76_-56,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:2F:76_-56,7C:66:9D:7B:29:FA_-64,,,,,,,,,,
2411,7C:66:9D:7B:2B:9F_-81,7C:66:9D:7B:2B:9F_-81,7C:66:9D:7B:2B:9F_-81,,,,,,,,,,,,,
2412,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,7C:66:9D:7B:2B:90_-71,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,,,,,,,
2413,,,,,,,,,,,,,,,,
2414,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,BC:6A:29:BE:31:57_-78,,,,,,,,,,,
2415,7C:66:9D:7B:29:FA_-76,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,,,
2416,BC:6A:29:BE:2F:23_-67,6C:EC:EB:1F:F4:74_-77,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-69,BC:6A:29:BE:2F:23_-67,BC:6A:29:BE:2F:23_-67,,,,,,,,,,
2417,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,,
2418,6C:EC:EB:1F:F6:65_-57,,,,,,,,,,,,,,,
2419,BC:6A:29:BE:2F:76_-68,7C:66:9D:7B:2D:4A_-57,,,,,,,,,,,,,,
2420,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,
2421,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,,,,,
2422,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,,,
2423,7C:66:9D:7B:29:FB_-92,7C:66:9D:7B:29:FB_-92,,,,,,,,,,,,,,
2424,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,,,,,,,,,,,,
2425,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:2B:90_-70,7C:66:9D:7B:29:FB_-70,6C:EC:EB:1F:F6:26_-82,7C:66:9D:7B:29:FB_-70,,,,,,,,,
2426,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F6:65_-70,,,,,,,,,
2427,BC:6A:29:BE:2F:76_-66,,,,,,,,,,,,,,,
2428,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,,,
2429,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F4:74_-87,,,,,,,,,,,
2430,6C:EC:EB:1F:F6:65_-73,BC:6A:29:BE:2F:23_-71,,,,,,,,,,,,,,
2431,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,,,,,,,,,,,,
2432,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,,,,,,,,,,,,,,
2433,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:FD:83_-73,,,,,,,,,,,,
2434,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,,,,,,,,,,
2435,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:29:FB_-63,,,,,,,,,,
2436,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:F4:46_-66,6C:EC:EB:1F:F4:46_-66,BC:6A:29:BE:2F:23_-91,6C:EC:EB:1F:F4:46_-66,6C:EC:EB:1F:F4:46_-66,,,,,,,,,,
2437,6C:EC:EB:1F:F4:74_-67,6C:EC:EB:1F:F4:74_-67,,,,,,,,,,,,,,
2438,6C:EC:EB:1F:F4:74_-82,BC:6A:29:BE:2F:23_-78,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,,,
2439,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,,,,,,,,,,,,,
2440,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
2441,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,,,
2442,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:65_-70,,,,
2443,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,,,,,,,,,,,,,,
2444,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:29:FA_-69,,,,,,,,,,
2445,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,BC:6A:29:BE:2F:23_-72,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,,,,,,,,
2446,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,,,,,,,,,,,,,
2447,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,BC:6A:29:BE:31:57_-84,,,,,,,,,
2448,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F6:26_-90,6C:EC:EB:1F:F6:76_-73,,,,,,,,,,,,
2449,,,,,,,,,,,,,,,,
2450,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,,,,,
2451,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-73,,,,,,,,,,,,,,
2452,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,,,,,,,,,,,,
2453,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,,,,,,,,,,,,,,
2454,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,,,,,,,,,,,
2455,BC:6A:29:BE:31:57_-85,BC:6A:29:BE:31:57_-85,,,,,,,,,,,,,,
2456,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:76_-78,,,,,,,,,,,
2457,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F6:76_-71,6C:EC:EB:1F:F4:74_-73,,,,,,,,,,,,,
2458,6C:EC:EB:1F:F4:74_-62,6C:EC:EB:1F:F4:74_-61,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,,
2459,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
2460,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,,,,,,,,,,,,
2461,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,,,,
2462,BC:6A:29:BE:2F:23_-77,BC:6A:29:BE:2F:23_-77,BC:6A:29:BE:2F:23_-77,7C:66:9D:7B:2B:9F_-66,BC:6A:29:BE:2F:23_-77,,,,,,,,,,,
2463,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,,,,
2464,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:76_-80,,,,,,,,,,,,,,
2465,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:2B:90_-65,6C:EC:EB:1F:F6:2D_-78,,,,,,,,,,,,
2466,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,,,
2467,BC:6A:29:BE:2F:76_-64,BC:6A:29:BE:2F:76_-64,BC:6A:29:BE:2F:76_-64,,,,,,,,,,,,,
2468,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:29:FA_-75,,,,,,,,,,,
2469,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:31:57_-76,,,,,,,,,,,,
2470,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,,,,,,,,,,,,,
2471,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,,,,,
2472,7C:66:9D:7B:29:FB_-88,,,,,,,,,,,,,,,
2473,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,,,,,,,,,,
2474,7C:66:9D:7B:29:FB_-72,,,,,,,,,,,,,,,
2475,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,6C:EC:EB:1F:F4:74_-78,,,,,,,,,,
2476,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,,
2477,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-70,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,,,
2478,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,,,
2479,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,6C:EC:EB:1F:FD:83_-76,,,,,,,,,,,
2480,BC:6A:29:BE:2F:23_-69,,,,,,,,,,,,,,,
2481,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,BC:6A:29:BE:31:57_-74,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,
2482,7C:66:9D:7B:29:FB_-62,6C:EC:EB:1F:F6:15_-88,,,,,,,,,,,,,,
2483,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,7C:66:9D:7B:2D:4A_-72,,,,,,,,,,
2484,7C:66:9D:7B:29:FA_-62,,,,,,,,,,,,,,,
2485,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,7C:66:9D:7B:29:FA_-83,,,,,,
2486,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,6C:EC:EB:1F:F6:65_-46,,,,,,,,,,,,
2487,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-77,,,,,,,,,,,,,,
2488,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,BC:6A:29:BE:2F:76_-69,,,,,,,,,,,,,
2489,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,
2490,BC:6A:29:BE:2F:23_-71,BC:6A:29:BE:2F:23_-71,7C:66:9D:7B:2B:9F_-70,,,,,,,,,,,,,
2491,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,6C:EC:EB:1F:F6:65_-76,,,,,,,,,,,,,
2492,BC:6A:29:BE:31:57_-62,BC:6A:29:BE:31:57_-62,7C:66:9D:7B:2B:90_-71,BC:6A:29:BE:31:57_-62,,,,,,,,,,,,
2493,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,,,
2494,BC:6A:29:BE:2F:23_-68,BC:6A:29:BE:2F:23_-68,,,,,,,,,,,,,,
2495,6C:EC:EB:1F:F6:76_-79,6C:EC:EB:1F:F4:46_-69,,,,,,,,,,,,,,
2496,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:65_-84,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F6:76_-85,,,,,,,,,,,
2497,BC:6A:29:BE:2F:76_-76,,,,,,,,,,,,,,,
2498,6C:EC:EB:1F:F4:46_-74,,,,,,,,,,,,,,,
2499,6C:EC:EB:1F:F6:76_-85,6C:EC:EB:1F:F4:46_-57,6C:EC:EB:1F:F4:46_-57,6C:EC:EB:1F:F4:46_-57,6C:EC:EB:1F:F4:46_-57,,,,,,,,,,,
2500,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,,,
2501,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,,,,,,,,,,,,,,
2502,7C:66:9D:7B:29:FA_-64,BC:6A:29:BE:31:57_-72,BC:6A:29:BE:2F:76_-79,BC:6A:29:BE:2F:76_-79,,,,,,,,,,,,
2503,,,,,,,,,,,,,,,,
2504,7C:66:9D:7B:29:FA_-68,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,,,,
2505,6C:EC:EB:1F:FD:83_-88,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:29:FB_-61,7C:66:9D:7B:29:FB_-63,,,,,,,,,
2506,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,,,,,,,,,,,
2507,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,,
2508,6C:EC:EB:1F:FD:9B_-86,6C:EC:EB:1F:FD:9B_-86,6C:EC:EB:1F:FD:9B_-86,6C:EC:EB:1F:FD:9B_-86,6C:EC:EB:1F:FD:9B_-86,,,,,,,,,,,
2509,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,,,,
2510,7C:66:9D:7B:2B:9F_-73,7C:66:9D:7B:2B:9F_-73,,,,,,,,,,,,,,
2511,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:2B:90_-66,,,,,,,,,,,
2512,BC:6A:29:BE:31:57_-57,6C:EC:EB:1F:F6:65_-83,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,
2513,7C:66:9D:7B:29:FA_-64,,,,,,,,,,,,,,,
2514,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,,,,,
2515,BC:6A:29:BE:2F:76_-71,BC:6A:29:BE:2F:76_-71,,,,,,,,,,,,,,
2516,,,,,,,,,,,,,,,,
2517,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,,,,
2518,7C:66:9D:7B:29:FA_-69,BC:6A:29:BE:31:57_-59,7C:66:9D:7B:29:FA_-69,7C:66:9D:7B:29:FA_-69,,,,,,,,,,,,
2519,BC:6A:29:BE:31:57_-85,BC:6A:29:BE:31:57_-85,BC:6A:29:BE:31:57_-85,7C:66:9D:7B:29:FB_-89,,,,,,,,,,,,
2520,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-79,6C:EC:EB:1F:F6:65_-78,6C:EC:EB:1F:F6:65_-78,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,
2522,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,,,,,,,,,,,,
2523,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,,,,,,,,,,,,
2524,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:26_-77,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,
2525,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:2F:76_-57,,,,,,,,,,,
2526,7C:66:9D:7B:29:FB_-62,7C:66:9D:7B:29:FB_-62,BC:6A:29:BE:2F:23_-72,,,,,,,,,,,,,
2527,6C:EC:EB:1F:FD:83_-74,7C:66:9D:7B:2B:90_-82,7C:66:9D:7B:2B:9F_-88,,,,,,,,,,,,,
2528,6C:EC:EB:1F:F4:74_-71,,,,,,,,,,,,,,,
2529,BC:6A:29:BE:2F:76_-90,,,,,,,,,,,,,,,
