,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2291,7C:66:9D:7B:29:FA_-62,,,,,,,,,,,,,,,
2292,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,
2293,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F6:76_-75,7C:66:9D:7B:2B:90_-86,6C:EC:EB:1F:F4:46_-72,,,,,,,,,,,,
2294,6C:EC:EB:1F:F6:76_-63,6C:EC:EB:1F:F4:46_-68,7C:66:9D:7B:29:FB_-91,6C:EC:EB:1F:F6:65_-72,,,,,,,,,,,,
2295,BC:6A:29:BE:2F:23_-78,,,,,,,,,,,,,,,
2296,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F6:76_-83,BC:6A:29:BE:2F:23_-82,,,,,,,,,,,,
2297,BC:6A:29:BE:2F:23_-77,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:29:FB_-88,6C:EC:EB:1F:FD:83_-79,6C:EC:EB:1F:F6:76_-85,,,,,,,,,,,
2298,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F6:24_-82,,,,,,,,,,,,,,
2299,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,,,,
2300,7C:66:9D:7B:2B:90_-90,6C:EC:EB:1F:F6:26_-91,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F4:46_-75,,,,,,,,,,,,
2301,7C:66:9D:7B:29:FA_-68,,,,,,,,,,,,,,,
2302,6C:EC:EB:1F:F6:76_-82,6C:EC:EB:1F:F6:24_-75,,,,,,,,,,,,,,
2303,BC:6A:29:BE:31:57_-63,BC:6A:29:BE:2F:23_-84,,,,,,,,,,,,,,
2304,BC:6A:29:BE:31:57_-89,6C:EC:EB:1F:F6:24_-77,BC:6A:29:BE:2F:23_-71,7C:66:9D:7B:29:FA_-86,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F6:24_-75,BC:6A:29:BE:2F:23_-64,,,,,,,,,
2305,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:24_-85,6C:EC:EB:1F:F6:15_-69,7C:66:9D:7B:29:FA_-76,6C:EC:EB:1F:F6:55_-71,6C:EC:EB:1F:FD:83_-82,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:2B:90_-64,6C:EC:EB:1F:F6:24_-85,,,,,,,
2306,7C:66:9D:7B:2D:4A_-65,,,,,,,,,,,,,,,
2307,BC:6A:29:BE:2F:76_-68,7C:66:9D:7B:2D:4A_-68,BC:6A:29:BE:31:57_-97,BC:6A:29:BE:31:57_-98,BC:6A:29:BE:2F:76_-68,,,,,,,,,,,
2308,,,,,,,,,,,,,,,,
2309,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:FD:83_-76,7C:66:9D:7B:2B:9F_-84,6C:EC:EB:1F:F4:46_-84,,,,,,,,,,,
2310,7C:66:9D:7B:2D:4A_-61,,,,,,,,,,,,,,,
2311,6C:EC:EB:1F:F6:2D_-78,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:2D_-77,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:2B:9F_-90,,,,,,,,,,
2312,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,,,,,
2313,7C:66:9D:7B:29:FA_-74,,,,,,,,,,,,,,,
2314,6C:EC:EB:1F:F6:26_-94,,,,,,,,,,,,,,,
2315,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FB_-71,7C:66:9D:7B:2D:4A_-94,,,,,,,,,,,,,
2316,6C:EC:EB:1F:F6:76_-87,6C:EC:EB:1F:F6:76_-87,,,,,,,,,,,,,,
2317,7C:66:9D:7B:2B:90_-74,,,,,,,,,,,,,,,
2318,7C:66:9D:7B:2D:4A_-92,7C:66:9D:7B:2D:4A_-91,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,,,
2319,7C:66:9D:7B:29:FA_-78,,,,,,,,,,,,,,,
2320,7C:66:9D:7B:2B:9F_-82,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,,,
2321,7C:66:9D:7B:2B:90_-66,7C:66:9D:7B:29:FB_-70,7C:66:9D:7B:29:FB_-70,BC:6A:29:BE:31:57_-75,BC:6A:29:BE:2F:23_-80,,,,,,,,,,,
2322,7C:66:9D:7B:29:FA_-72,,,,,,,,,,,,,,,
2323,7C:66:9D:7B:2B:9F_-70,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:FD:83_-72,7C:66:9D:7B:29:FB_-90,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,,
2324,6C:EC:EB:1F:F6:24_-77,7C:66:9D:7B:2B:9F_-68,6C:EC:EB:1F:F6:76_-85,7C:66:9D:7B:2B:9F_-68,BC:6A:29:BE:2F:23_-72,,,,,,,,,,,
2325,7C:66:9D:7B:2B:9F_-77,BC:6A:29:BE:2F:23_-75,6C:EC:EB:1F:F6:65_-63,6C:EC:EB:1F:F6:24_-81,,,,,,,,,,,,
2326,7C:66:9D:7B:29:FB_-69,6C:EC:EB:1F:F4:74_-84,,,,,,,,,,,,,,
2327,6C:EC:EB:1F:F6:76_-72,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:76_-73,,,,,,,,,,,,,
2328,6C:EC:EB:1F:FD:83_-81,6C:EC:EB:1F:F6:15_-76,BC:6A:29:BE:31:57_-76,6C:EC:EB:1F:F6:15_-75,,,,,,,,,,,,
2329,6C:EC:EB:1F:F4:46_-80,6C:EC:EB:1F:F6:65_-91,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,
2330,BC:6A:29:BE:31:57_-81,7C:66:9D:7B:2B:90_-76,6C:EC:EB:1F:FD:83_-93,6C:EC:EB:1F:F6:24_-89,6C:EC:EB:1F:F6:55_-90,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FA_-78,6C:EC:EB:1F:F6:26_-97,,,,,,,
2331,7C:66:9D:7B:2B:90_-72,6C:EC:EB:1F:FD:83_-88,6C:EC:EB:1F:F6:55_-78,7C:66:9D:7B:2B:9F_-76,BC:6A:29:BE:31:57_-72,6C:EC:EB:1F:FD:9B_-84,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:29:FB_-64,,,,,,,,
2332,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F6:65_-75,,,,,,,,,,,,,,
2333,6C:EC:EB:1F:F6:15_-90,7C:66:9D:7B:29:FA_-77,6C:EC:EB:1F:FD:83_-94,,,,,,,,,,,,,
2334,7C:66:9D:7B:2D:4A_-64,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
2335,6C:EC:EB:1F:F4:46_-69,6C:EC:EB:1F:F6:26_-89,,,,,,,,,,,,,,
2336,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:26_-72,7C:66:9D:7B:2B:9F_-81,6C:EC:EB:1F:F6:26_-72,,,,,,,,,,,,
2337,6C:EC:EB:1F:F6:55_-91,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:F6:55_-89,BC:6A:29:BE:2F:23_-66,BC:6A:29:BE:2F:23_-66,,,,,,,,,,,
2338,7C:66:9D:7B:29:FB_-73,7C:66:9D:7B:29:FB_-72,6C:EC:EB:1F:F6:26_-76,6C:EC:EB:1F:F6:55_-80,7C:66:9D:7B:2B:90_-67,7C:66:9D:7B:29:FA_-85,,,,,,,,,,
2339,7C:66:9D:7B:29:FA_-80,7C:66:9D:7B:29:FB_-68,,,,,,,,,,,,,,
2340,7C:66:9D:7B:29:FA_-84,7C:66:9D:7B:2B:90_-64,,,,,,,,,,,,,,
2341,,,,,,,,,,,,,,,,
2342,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-66,,,,,,,,,,,,,
2343,7C:66:9D:7B:29:FB_-83,7C:66:9D:7B:29:FB_-82,BC:6A:29:BE:2F:76_-78,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,
2344,6C:EC:EB:1F:F4:74_-77,6C:EC:EB:1F:FD:83_-72,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F4:74_-76,,,,,,,,,,,,
2345,BC:6A:29:BE:2F:23_-77,6C:EC:EB:1F:FD:83_-63,6C:EC:EB:1F:F6:26_-87,7C:66:9D:7B:2B:9F_-74,6C:EC:EB:1F:F4:74_-83,6C:EC:EB:1F:F6:65_-57,,,,,,,,,,
2346,BC:6A:29:BE:2F:23_-76,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:F6:24_-86,,,,,,,,,,,,,
2347,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:F4:74_-88,6C:EC:EB:1F:F6:76_-79,,,,,,,,,,,,
2348,6C:EC:EB:1F:F4:46_-84,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,,
2349,BC:6A:29:BE:31:57_-63,7C:66:9D:7B:2B:90_-73,BC:6A:29:BE:31:57_-63,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:2D:4A_-89,BC:6A:29:BE:2F:76_-82,,,,,,,,,,
2350,7C:66:9D:7B:2B:9F_-67,7C:66:9D:7B:2B:9F_-67,6C:EC:EB:1F:F6:65_-75,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F4:46_-70,6C:EC:EB:1F:F6:65_-75,,,,,,,,,,
2351,6C:EC:EB:1F:FB:C7_-90,6C:EC:EB:1F:F6:15_-91,6C:EC:EB:1F:F6:65_-95,7C:66:9D:7B:29:FB_-61,,,,,,,,,,,,
2352,6C:EC:EB:1F:F6:76_-69,6C:EC:EB:1F:F6:24_-97,6C:EC:EB:1F:F6:65_-75,6C:EC:EB:1F:F4:46_-84,6C:EC:EB:1F:F6:65_-75,7C:66:9D:7B:29:FB_-95,,,,,,,,,,
2353,6C:EC:EB:1F:F6:26_-85,,,,,,,,,,,,,,,
2354,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:2B:90_-69,7C:66:9D:7B:2B:90_-69,,,,,,,,,,,,,
2355,,,,,,,,,,,,,,,,
2356,7C:66:9D:7B:2B:90_-65,7C:66:9D:7B:29:FB_-72,7C:66:9D:7B:29:FA_-80,6C:EC:EB:1F:F6:15_-80,BC:6A:29:BE:2F:23_-76,6C:EC:EB:1F:FD:9B_-96,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F6:2D_-81,6C:EC:EB:1F:F6:55_-69,7C:66:9D:7B:29:FB_-72,,,,,,
2357,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:FD:83_-78,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F6:65_-88,6C:EC:EB:1F:F6:76_-73,6C:EC:EB:1F:F6:24_-85,6C:EC:EB:1F:F6:76_-73,,,,,,,
2358,6C:EC:EB:1F:F6:26_-90,,,,,,,,,,,,,,,
2359,6C:EC:EB:1F:F4:46_-75,6C:EC:EB:1F:F4:74_-71,,,,,,,,,,,,,,
2360,7C:66:9D:7B:29:FA_-76,BC:6A:29:BE:2F:76_-74,BC:6A:29:BE:2F:76_-74,,,,,,,,,,,,,
2361,6C:EC:EB:1F:F6:24_-86,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F6:26_-84,6C:EC:EB:1F:F6:76_-72,,,,,,,,,,,
2362,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F6:76_-79,,,,,,,,,,,,,,
2363,7C:66:9D:7B:2B:9F_-72,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F4:74_-67,6C:EC:EB:1F:F4:74_-68,,,,,,,,,,,,
2364,BC:6A:29:BE:2F:76_-72,,,,,,,,,,,,,,,
2365,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:2D:4A_-61,BC:6A:29:BE:2F:76_-73,,,,,,,,,,,,,
2366,,,,,,,,,,,,,,,,
2367,6C:EC:EB:1F:F6:2D_-80,7C:66:9D:7B:29:FB_-73,,,,,,,,,,,,,,
2368,BC:6A:29:BE:31:57_-71,,,,,,,,,,,,,,,
2369,6C:EC:EB:1F:F6:24_-79,7C:66:9D:7B:2B:9F_-79,BC:6A:29:BE:2F:23_-73,7C:66:9D:7B:2B:9F_-79,,,,,,,,,,,,
2370,7C:66:9D:7B:29:FA_-77,,,,,,,,,,,,,,,
2371,6C:EC:EB:1F:F6:26_-73,,,,,,,,,,,,,,,
2372,6C:EC:EB:1F:F6:76_-87,,,,,,,,,,,,,,,
2373,7C:66:9D:7B:29:FA_-70,7C:66:9D:7B:2D:4A_-66,7C:66:9D:7B:2D:4A_-66,,,,,,,,,,,,,
2374,BC:6A:29:BE:2F:23_-82,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:F6:26_-78,6C:EC:EB:1F:F6:26_-78,,,,,,,,,,,,
2375,7C:66:9D:7B:29:FA_-78,7C:66:9D:7B:2D:4A_-56,,,,,,,,,,,,,,
2376,BC:6A:29:BE:31:57_-89,,,,,,,,,,,,,,,
2377,7C:66:9D:7B:2D:4A_-82,BC:6A:29:BE:31:57_-69,,,,,,,,,,,,,,
2378,6C:EC:EB:1F:F6:24_-89,6C:EC:EB:1F:F6:76_-84,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,,,,
2379,6C:EC:EB:1F:F6:15_-89,7C:66:9D:7B:29:FA_-69,6C:EC:EB:1F:F6:15_-90,,,,,,,,,,,,,
2380,7C:66:9D:7B:29:FB_-77,7C:66:9D:7B:29:FB_-77,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,,,,,,,,,,,,
2381,6C:EC:EB:1F:FD:83_-88,BC:6A:29:BE:2F:76_-88,,,,,,,,,,,,,,
2382,6C:EC:EB:1F:FD:83_-87,7C:66:9D:7B:2B:9F_-76,6C:EC:EB:1F:F4:74_-74,7C:66:9D:7B:29:FB_-92,6C:EC:EB:1F:F4:74_-74,,,,,,,,,,,
2383,6C:EC:EB:1F:F6:76_-74,7C:66:9D:7B:2B:9F_-80,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,,
2384,6C:EC:EB:1F:F4:74_-68,,,,,,,,,,,,,,,
2385,6C:EC:EB:1F:F4:46_-72,6C:EC:EB:1F:F4:74_-93,6C:EC:EB:1F:F6:76_-75,,,,,,,,,,,,,
2386,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:FD:83_-79,6C:EC:EB:1F:F6:26_-90,,,,,,,,,,,,,
2387,7C:66:9D:7B:29:FA_-90,6C:EC:EB:1F:F6:15_-82,,,,,,,,,,,,,,
2388,BC:6A:29:BE:2F:23_-91,7C:66:9D:7B:29:FA_-88,BC:6A:29:BE:2F:23_-92,6C:EC:EB:1F:F6:55_-99,,,,,,,,,,,,
2389,,,,,,,,,,,,,,,,
2390,7C:66:9D:7B:29:FB_-66,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,,,,,
2391,BC:6A:29:BE:31:57_-82,BC:6A:29:BE:2F:76_-70,BC:6A:29:BE:2F:76_-70,,,,,,,,,,,,,
2392,7C:66:9D:7B:2B:90_-75,7C:66:9D:7B:29:FA_-59,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,,,
2393,7C:66:9D:7B:2B:9F_-79,,,,,,,,,,,,,,,
2394,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:2D:4A_-70,,,,,,,,,,,,
2395,6C:EC:EB:1F:FD:9B_-79,6C:EC:EB:1F:FB:C7_-83,7C:66:9D:7B:29:FB_-66,BC:6A:29:BE:31:57_-81,,,,,,,,,,,,
2396,6C:EC:EB:1F:F6:65_-91,7C:66:9D:7B:29:FA_-76,6C:EC:EB:1F:F6:2D_-91,,,,,,,,,,,,,
2397,6C:EC:EB:1F:F6:55_-78,,,,,,,,,,,,,,,
2398,7C:66:9D:7B:29:FB_-77,,,,,,,,,,,,,,,
2399,7C:66:9D:7B:29:FA_-63,,,,,,,,,,,,,,,
2400,BC:6A:29:BE:2F:76_-85,,,,,,,,,,,,,,,
2401,7C:66:9D:7B:2B:90_-75,BC:6A:29:BE:2F:76_-78,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:29:FA_-59,BC:6A:29:BE:31:57_-67,7C:66:9D:7B:2B:90_-74,,,,,,,,,,
2402,BC:6A:29:BE:2F:23_-66,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:FD:83_-85,7C:66:9D:7B:29:FB_-77,6C:EC:EB:1F:F6:65_-80,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F4:46_-71,,,,,,,,
2403,6C:EC:EB:1F:F6:26_-94,6C:EC:EB:1F:FD:9B_-69,,,,,,,,,,,,,,
2404,6C:EC:EB:1F:F4:46_-74,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:FD:83_-84,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F6:26_-95,,,,,,,,,,,
2405,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F6:76_-75,6C:EC:EB:1F:F6:65_-54,,,,,,,,,,,,,
2406,6C:EC:EB:1F:F6:55_-96,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:FD:83_-76,,,,,,,,,,,,
2407,6C:EC:EB:1F:F6:76_-86,BC:6A:29:BE:2F:23_-92,6C:EC:EB:1F:F4:46_-84,,,,,,,,,,,,,
2408,,,,,,,,,,,,,,,,
2409,7C:66:9D:7B:29:FB_-74,BC:6A:29:BE:31:57_-83,7C:66:9D:7B:2D:4A_-70,BC:6A:29:BE:31:57_-82,,,,,,,,,,,,
2410,BC:6A:29:BE:2F:76_-57,7C:66:9D:7B:2D:4A_-66,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:2D:4A_-67,7C:66:9D:7B:2D:4A_-66,7C:66:9D:7B:29:FA_-64,,,,,,,,,,
2411,6C:EC:EB:1F:FD:83_-80,7C:66:9D:7B:29:FB_-93,6C:EC:EB:1F:F6:65_-83,,,,,,,,,,,,,
2412,7C:66:9D:7B:2D:4A_-69,BC:6A:29:BE:2F:23_-92,7C:66:9D:7B:29:FA_-73,7C:66:9D:7B:2D:4A_-69,BC:6A:29:BE:31:57_-76,BC:6A:29:BE:31:57_-76,6C:EC:EB:1F:F6:26_-96,7C:66:9D:7B:2D:4A_-69,BC:6A:29:BE:2F:23_-95,,,,,,,
2413,,,,,,,,,,,,,,,,
2414,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:29:FB_-75,7C:66:9D:7B:2B:90_-63,6C:EC:EB:1F:FD:83_-89,,,,,,,,,,,
2415,7C:66:9D:7B:29:FA_-76,BC:6A:29:BE:2F:76_-60,,,,,,,,,,,,,,
2416,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F4:74_-77,7C:66:9D:7B:2B:9F_-77,BC:6A:29:BE:2F:23_-69,6C:EC:EB:1F:F6:76_-81,7C:66:9D:7B:29:FB_-85,,,,,,,,,,
2417,7C:66:9D:7B:29:FA_-75,7C:66:9D:7B:2D:4A_-70,7C:66:9D:7B:2D:4A_-70,,,,,,,,,,,,,
2418,7C:66:9D:7B:29:FB_-92,,,,,,,,,,,,,,,
2419,BC:6A:29:BE:2F:76_-68,7C:66:9D:7B:2D:4A_-57,,,,,,,,,,,,,,
2420,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F4:46_-75,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:76_-74,,,,,,,,,,,,
2421,BC:6A:29:BE:31:57_-72,,,,,,,,,,,,,,,
2422,6C:EC:EB:1F:F6:26_-83,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:F4:46_-63,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,,,
2423,7C:66:9D:7B:29:FB_-94,BC:6A:29:BE:31:57_-93,,,,,,,,,,,,,,
2424,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F6:24_-82,6C:EC:EB:1F:F6:55_-97,7C:66:9D:7B:2B:9F_-82,,,,,,,,,,,,
2425,6C:EC:EB:1F:F6:55_-86,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FB_-69,7C:66:9D:7B:2B:90_-70,6C:EC:EB:1F:F6:55_-87,6C:EC:EB:1F:F6:26_-82,6C:EC:EB:1F:FD:83_-89,,,,,,,,,
2426,7C:66:9D:7B:2B:90_-83,6C:EC:EB:1F:F6:76_-70,6C:EC:EB:1F:F6:24_-80,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F6:26_-81,6C:EC:EB:1F:F6:65_-70,,,,,,,,,
2427,7C:66:9D:7B:2D:4A_-63,,,,,,,,,,,,,,,
2428,6C:EC:EB:1F:F6:65_-95,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,,,
2429,7C:66:9D:7B:29:FB_-66,7C:66:9D:7B:29:FA_-90,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:F4:74_-88,7C:66:9D:7B:29:FA_-91,,,,,,,,,,,
2430,6C:EC:EB:1F:F6:65_-73,6C:EC:EB:1F:F6:65_-74,,,,,,,,,,,,,,
2431,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:26_-75,6C:EC:EB:1F:F4:74_-85,6C:EC:EB:1F:F6:24_-68,,,,,,,,,,,,
2432,6C:EC:EB:1F:F4:46_-75,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,,,
2433,6C:EC:EB:1F:F4:46_-83,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F4:74_-79,6C:EC:EB:1F:F6:26_-86,,,,,,,,,,,,
2434,7C:66:9D:7B:29:FB_-78,7C:66:9D:7B:2B:90_-75,7C:66:9D:7B:29:FA_-60,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:29:FB_-78,BC:6A:29:BE:2F:76_-77,,,,,,,,,,
2435,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:24_-85,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:FD:9B_-85,6C:EC:EB:1F:F6:24_-87,6C:EC:EB:1F:F6:24_-92,,,,,,,,,,
2436,7C:66:9D:7B:2B:90_-88,7C:66:9D:7B:2B:9F_-92,6C:EC:EB:1F:F6:26_-88,BC:6A:29:BE:2F:23_-91,6C:EC:EB:1F:F4:46_-65,BC:6A:29:BE:2F:23_-91,,,,,,,,,,
2437,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:46_-77,,,,,,,,,,,,,,
2438,6C:EC:EB:1F:F4:74_-82,BC:6A:29:BE:2F:23_-78,6C:EC:EB:1F:F6:65_-67,,,,,,,,,,,,,
2439,6C:EC:EB:1F:F6:55_-78,6C:EC:EB:1F:F6:55_-79,6C:EC:EB:1F:F6:76_-89,,,,,,,,,,,,,
2440,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
2441,6C:EC:EB:1F:F6:65_-83,6C:EC:EB:1F:F6:65_-83,,,,,,,,,,,,,,
2442,6C:EC:EB:1F:F4:74_-76,6C:EC:EB:1F:F6:76_-86,7C:66:9D:7B:2B:90_-82,6C:EC:EB:1F:F6:76_-87,BC:6A:29:BE:31:57_-88,6C:EC:EB:1F:F6:55_-91,BC:6A:29:BE:2F:23_-80,6C:EC:EB:1F:F6:76_-86,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:F6:15_-94,6C:EC:EB:1F:F6:24_-73,6C:EC:EB:1F:F6:76_-86,,,,
2443,7C:66:9D:7B:29:FA_-75,BC:6A:29:BE:31:57_-87,,,,,,,,,,,,,,
2444,7C:66:9D:7B:29:FA_-69,BC:6A:29:BE:2F:76_-77,7C:66:9D:7B:29:FB_-84,6C:EC:EB:1F:F6:65_-96,7C:66:9D:7B:29:FB_-85,6C:EC:EB:1F:F6:55_-96,,,,,,,,,,
2445,7C:66:9D:7B:2B:9F_-69,6C:EC:EB:1F:F6:65_-81,6C:EC:EB:1F:FD:83_-78,BC:6A:29:BE:2F:23_-72,6C:EC:EB:1F:F4:74_-93,6C:EC:EB:1F:F6:24_-80,7C:66:9D:7B:29:FB_-64,6C:EC:EB:1F:F4:46_-90,,,,,,,,
2446,BC:6A:29:BE:2F:23_-94,BC:6A:29:BE:2F:76_-83,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,
2447,7C:66:9D:7B:2B:90_-78,BC:6A:29:BE:31:57_-85,6C:EC:EB:1F:FD:9B_-84,BC:6A:29:BE:2F:23_-84,7C:66:9D:7B:29:FA_-88,7C:66:9D:7B:29:FB_-66,BC:6A:29:BE:2F:23_-85,,,,,,,,,
2448,7C:66:9D:7B:2B:90_-80,6C:EC:EB:1F:F4:74_-83,BC:6A:29:BE:2F:23_-78,7C:66:9D:7B:29:FB_-80,,,,,,,,,,,,
2449,,,,,,,,,,,,,,,,
2450,6C:EC:EB:1F:F6:65_-82,7C:66:9D:7B:2B:9F_-85,,,,,,,,,,,,,,
2451,6C:EC:EB:1F:FD:83_-84,6C:EC:EB:1F:F6:55_-76,,,,,,,,,,,,,,
2452,BC:6A:29:BE:2F:23_-64,6C:EC:EB:1F:F4:46_-80,7C:66:9D:7B:2B:90_-75,6C:EC:EB:1F:F6:26_-87,,,,,,,,,,,,
2453,BC:6A:29:BE:2F:76_-57,BC:6A:29:BE:31:57_-88,,,,,,,,,,,,,,
2454,6C:EC:EB:1F:F6:65_-71,6C:EC:EB:1F:F4:46_-79,6C:EC:EB:1F:F6:65_-70,6C:EC:EB:1F:FD:83_-73,6C:EC:EB:1F:F6:76_-78,,,,,,,,,,,
2455,BC:6A:29:BE:31:57_-85,7C:66:9D:7B:29:FB_-85,,,,,,,,,,,,,,
2456,6C:EC:EB:1F:F6:24_-83,6C:EC:EB:1F:F6:65_-77,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:F6:24_-81,6C:EC:EB:1F:F6:65_-76,,,,,,,,,,,
2457,6C:EC:EB:1F:F6:26_-87,6C:EC:EB:1F:F4:74_-74,6C:EC:EB:1F:F4:74_-73,,,,,,,,,,,,,
2458,6C:EC:EB:1F:F6:65_-90,6C:EC:EB:1F:F4:74_-60,6C:EC:EB:1F:F4:74_-61,,,,,,,,,,,,,
2459,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:31:57_-73,,,,,,,,,,,,,,
2460,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:2B:90_-66,BC:6A:29:BE:31:57_-65,6C:EC:EB:1F:F6:2D_-92,,,,,,,,,,,,
2461,6C:EC:EB:1F:F6:24_-89,,,,,,,,,,,,,,,
2462,7C:66:9D:7B:29:FB_-88,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F6:24_-92,7C:66:9D:7B:2B:9F_-66,6C:EC:EB:1F:F6:76_-84,,,,,,,,,,,
2463,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,,,,
2464,7C:66:9D:7B:29:FB_-89,6C:EC:EB:1F:F6:76_-80,,,,,,,,,,,,,,
