,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2177,6C:EC:EB:1F:F6:76_-57,6C:EC:EB:1F:F6:76_-57,6C:EC:EB:1F:F6:76_-57,,,,,,,,,,,,
2178,7C:66:9D:7B:2B:9F_-82,BC:6A:29:BE:31:57_-76,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:29:FB_-63,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:90_-68,,,,,,,,,
2179,BC:6A:29:BE:31:57_-86,7C:66:9D:7B:2B:90_-94,,,,,,,,,,,,,
2180,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F4:74_-57,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-88,6C:EC:EB:1F:F6:76_-88,,,,,,,,
2181,6C:EC:EB:1F:F6:24_-67,6C:EC:EB:1F:F6:24_-67,6C:EC:EB:1F:F6:76_-66,6C:EC:EB:1F:F6:24_-67,6C:EC:EB:1F:F6:24_-67,,,,,,,,,,
2182,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,6C:EC:EB:1F:F4:74_-68,,,,,,,,,
2183,6C:EC:EB:1F:FD:83_-80,6C:EC:EB:1F:FD:83_-80,,,,,,,,,,,,,
2184,6C:EC:EB:1F:F6:65_-52,6C:EC:EB:1F:F6:65_-52,6C:EC:EB:1F:F6:65_-52,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:F6:65_-52,,,,,,,,,,
2185,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-75,7C:66:9D:7B:2B:9F_-75,6C:EC:EB:1F:F6:65_-79,,,,,,,,,,
2186,6C:EC:EB:1F:FD:9B_-70,6C:EC:EB:1F:FD:9B_-70,BC:6A:29:BE:2F:76_-84,7C:66:9D:7B:2B:90_-68,6C:EC:EB:1F:FD:9B_-70,6C:EC:EB:1F:FD:9B_-70,6C:EC:EB:1F:FD:9B_-70,6C:EC:EB:1F:FD:9B_-70,,,,,,,
2187,6C:EC:EB:1F:F6:26_-73,7C:66:9D:7B:29:FB_-68,6C:EC:EB:1F:F6:24_-87,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,,,,,,,,,,
2188,6C:EC:EB:1F:F6:55_-69,6C:EC:EB:1F:F6:55_-69,6C:EC:EB:1F:F6:55_-69,BC:6A:29:BE:31:57_-60,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,
2189,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,,,,,,,,,,,,
2190,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,,
2191,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,7C:66:9D:7B:2B:90_-68,BC:6A:29:BE:2F:23_-72,7C:66:9D:7B:2B:90_-68,,,,,,,,,,
2192,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,7C:66:9D:7B:2D:4A_-69,,,,,,,
2193,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,,,
2194,6C:EC:EB:1F:F4:74_-79,,,,,,,,,,,,,,
2195,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,6C:EC:EB:1F:F6:65_-62,,,,,,,,,,,
2196,7C:66:9D:7B:2B:9F_-72,,,,,,,,,,,,,,
2197,6C:EC:EB:1F:F6:76_-74,BC:6A:29:BE:2F:23_-81,BC:6A:29:BE:2F:23_-81,7C:66:9D:7B:2B:9F_-75,BC:6A:29:BE:2F:23_-81,BC:6A:29:BE:2F:23_-81,6C:EC:EB:1F:F6:65_-77,,,,,,,,
2198,BC:6A:29:BE:2F:76_-77,,,,,,,,,,,,,,
2199,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:2D:4A_-59,7C:66:9D:7B:29:FA_-79,7C:66:9D:7B:29:FA_-79,,,,,,,,,,,
2200,BC:6A:29:BE:2F:76_-67,BC:6A:29:BE:2F:76_-67,,,,,,,,,,,,,
2201,BC:6A:29:BE:2F:23_-64,,,,,,,,,,,,,,
2202,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-77,,,,,,,,,,,,,
2203,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,,,,,,,,,
2204,BC:6A:29:BE:2F:23_-94,6C:EC:EB:1F:FD:83_-82,,,,,,,,,,,,,
2205,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,,,,,,,,,,
2206,BC:6A:29:BE:2F:23_-90,,,,,,,,,,,,,,
2207,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,6C:EC:EB:1F:F6:24_-66,,,,,,,,,,,
2208,6C:EC:EB:1F:F6:26_-71,6C:EC:EB:1F:F4:46_-80,,,,,,,,,,,,,
2209,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:29:FB_-79,,,,,,,,,,,,,
2210,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,,,
2211,BC:6A:29:BE:2F:23_-93,6C:EC:EB:1F:F4:46_-78,6C:EC:EB:1F:F4:46_-78,,,,,,,,,,,,
2212,,,,,,,,,,,,,,,
2213,7C:66:9D:7B:2B:90_-62,BC:6A:29:BE:31:57_-65,,,,,,,,,,,,,
2214,7C:66:9D:7B:2B:9F_-80,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,7C:66:9D:7B:2B:9F_-77,,,,,,,,,,
2215,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:46_-70,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F6:26_-85,7C:66:9D:7B:2B:9F_-69,,,,,,,,,
2216,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,7C:66:9D:7B:29:FB_-84,,,,,,,,,
2217,7C:66:9D:7B:29:FA_-62,7C:66:9D:7B:29:FA_-62,BC:6A:29:BE:31:57_-70,,,,,,,,,,,,
2218,6C:EC:EB:1F:F4:74_-79,,,,,,,,,,,,,,
2219,BC:6A:29:BE:2F:23_-69,6C:EC:EB:1F:F6:26_-73,BC:6A:29:BE:2F:23_-69,BC:6A:29:BE:2F:23_-69,BC:6A:29:BE:2F:23_-69,,,,,,,,,,
2220,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:55_-78,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:55_-78,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:55_-78,,,,,,,
2221,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,6C:EC:EB:1F:FD:83_-71,,,,,,,,,,,,
2222,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,7C:66:9D:7B:2B:9F_-72,,,,,,,,,
2223,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,BC:6A:29:BE:2F:76_-66,,,,,,,,,,
2224,,,,,,,,,,,,,,,
2225,6C:EC:EB:1F:F4:74_-79,,,,,,,,,,,,,,
2226,BC:6A:29:BE:31:57_-61,,,,,,,,,,,,,,
2227,,,,,,,,,,,,,,,
2228,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,7C:66:9D:7B:29:FA_-64,,,,,,,,,
2229,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:65_-60,,,,,,,,
2230,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:FD:83_-68,6C:EC:EB:1F:F6:24_-68,,,,,,,
2231,BC:6A:29:BE:31:57_-85,,,,,,,,,,,,,,
2232,BC:6A:29:BE:2F:23_-65,BC:6A:29:BE:2F:23_-65,,,,,,,,,,,,,
2233,BC:6A:29:BE:31:57_-75,BC:6A:29:BE:31:57_-75,,,,,,,,,,,,,
2234,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,BC:6A:29:BE:2F:23_-79,6C:EC:EB:1F:F6:55_-89,,,,,,
2235,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
2236,7C:66:9D:7B:2B:9F_-73,6C:EC:EB:1F:F4:46_-76,6C:EC:EB:1F:F4:46_-76,,,,,,,,,,,,
2237,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F6:24_-68,,,,,,,,,,,,,
2238,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,,,
2239,BC:6A:29:BE:31:57_-56,BC:6A:29:BE:31:57_-57,6C:EC:EB:1F:F6:55_-71,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,,
2240,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:24_-84,6C:EC:EB:1F:F6:24_-84,,,,,,,,,,,
2241,7C:66:9D:7B:2B:9F_-78,BC:6A:29:BE:2F:23_-80,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:FD:83_-75,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,,,,,,,
2242,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,
2243,7C:66:9D:7B:2B:9F_-78,7C:66:9D:7B:2B:9F_-78,6C:EC:EB:1F:F6:76_-84,7C:66:9D:7B:2B:9F_-78,,,,,,,,,,,
2244,7C:66:9D:7B:29:FB_-84,,,,,,,,,,,,,,
2245,BC:6A:29:BE:31:57_-73,7C:66:9D:7B:2B:90_-62,7C:66:9D:7B:2B:90_-62,,,,,,,,,,,,
2246,BC:6A:29:BE:2F:23_-56,,,,,,,,,,,,,,
2247,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:46_-69,BC:6A:29:BE:2F:23_-83,7C:66:9D:7B:2B:9F_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,,,,,,,
2248,7C:66:9D:7B:2D:4A_-66,7C:66:9D:7B:29:FA_-66,7C:66:9D:7B:29:FA_-66,,,,,,,,,,,,
2249,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,6C:EC:EB:1F:F4:46_-74,,,,,,,,,,
2250,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,7C:66:9D:7B:2B:9F_-82,,,,,,,,,,,,
2251,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F4:74_-72,6C:EC:EB:1F:F6:24_-68,6C:EC:EB:1F:F4:74_-72,,,,,,,,,,
2252,6C:EC:EB:1F:F6:15_-80,BC:6A:29:BE:2F:76_-89,,,,,,,,,,,,,
2253,BC:6A:29:BE:2F:23_-76,,,,,,,,,,,,,,
2254,BC:6A:29:BE:2F:23_-57,BC:6A:29:BE:2F:23_-57,6C:EC:EB:1F:FD:83_-84,BC:6A:29:BE:2F:23_-57,7C:66:9D:7B:2B:9F_-84,,,,,,,,,,
2255,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,,,,,,,,,
2256,BC:6A:29:BE:31:57_-60,,,,,,,,,,,,,,
2257,,,,,,,,,,,,,,,
2258,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,,,,,,,,,,,
2259,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F6:15_-83,7C:66:9D:7B:29:FB_-73,6C:EC:EB:1F:F6:24_-83,,,,,,,,,,,
2260,6C:EC:EB:1F:F4:74_-57,6C:EC:EB:1F:F4:74_-57,,,,,,,,,,,,,
2261,BC:6A:29:BE:2F:23_-82,BC:6A:29:BE:2F:23_-82,,,,,,,,,,,,,
2262,,,,,,,,,,,,,,,
2263,6C:EC:EB:1F:F6:26_-89,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,6C:EC:EB:1F:F4:74_-70,,,,,,,,,,
2264,7C:66:9D:7B:2B:9F_-72,BC:6A:29:BE:2F:23_-62,,,,,,,,,,,,,
2265,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,BC:6A:29:BE:31:57_-57,,,,,,,,,,
2266,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,,
2267,BC:6A:29:BE:2F:76_-62,BC:6A:29:BE:2F:76_-62,BC:6A:29:BE:2F:76_-62,,,,,,,,,,,,
2268,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:29:FB_-76,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,7C:66:9D:7B:2B:90_-73,,,,,,,,,
2269,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,7C:66:9D:7B:29:FB_-68,,,,,,,,,
2270,6C:EC:EB:1F:F6:76_-87,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,7C:66:9D:7B:2B:9F_-71,,,,,,,,,,
2271,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:65_-60,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-69,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F6:76_-68,,,,,,,,,
2272,,,,,,,,,,,,,,,
2273,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-77,6C:EC:EB:1F:F4:46_-77,,,,,,,,,,,,
2274,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,7C:66:9D:7B:2B:9F_-69,,,,,,,,,,,
2275,6C:EC:EB:1F:F4:46_-70,,,,,,,,,,,,,,
2276,BC:6A:29:BE:31:57_-64,BC:6A:29:BE:31:57_-64,BC:6A:29:BE:31:57_-64,,,,,,,,,,,,
2277,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,BC:6A:29:BE:31:57_-58,,,,,,,,
2278,7C:66:9D:7B:29:FA_-74,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,,,,,,,,,,
2279,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F6:26_-92,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,BC:6A:29:BE:2F:23_-74,,,,,,,,
2280,6C:EC:EB:1F:F4:46_-69,,,,,,,,,,,,,,
2281,7C:66:9D:7B:2B:9F_-88,6C:EC:EB:1F:FD:9B_-82,6C:EC:EB:1F:FD:9B_-82,,,,,,,,,,,,
2282,BC:6A:29:BE:31:57_-60,6C:EC:EB:1F:F6:76_-80,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:31:57_-60,,,,,,,,,,,
2283,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,7C:66:9D:7B:2B:90_-76,BC:6A:29:BE:31:57_-68,7C:66:9D:7B:2B:90_-76,,,,,,,,,,
2284,7C:66:9D:7B:2B:90_-63,,,,,,,,,,,,,,
2285,BC:6A:29:BE:2F:23_-73,,,,,,,,,,,,,,
2286,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,,,,,,,,,,
2287,7C:66:9D:7B:2B:90_-83,7C:66:9D:7B:29:FB_-87,7C:66:9D:7B:2B:90_-83,7C:66:9D:7B:2B:90_-83,7C:66:9D:7B:2B:90_-83,7C:66:9D:7B:2B:90_-80,7C:66:9D:7B:2B:90_-83,,,,,,,,
2288,7C:66:9D:7B:2B:9F_-80,7C:66:9D:7B:2B:9F_-80,7C:66:9D:7B:2B:9F_-80,,,,,,,,,,,,
2289,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,7C:66:9D:7B:29:FA_-74,,,,,,,,,,
2290,,,,,,,,,,,,,,,
2291,BC:6A:29:BE:2F:76_-77,,,,,,,,,,,,,,
2292,7C:66:9D:7B:2D:4A_-65,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,
2293,6C:EC:EB:1F:F6:76_-74,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:FD:83_-66,6C:EC:EB:1F:FD:83_-66,,,,,,,
2294,BC:6A:29:BE:2F:23_-74,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,,
2295,6C:EC:EB:1F:F4:46_-67,6C:EC:EB:1F:F4:46_-67,,,,,,,,,,,,,
2296,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:F4:46_-68,,,,,,,,,,,,
2297,7C:66:9D:7B:2B:9F_-66,7C:66:9D:7B:2B:9F_-66,7C:66:9D:7B:2B:9F_-66,,,,,,,,,,,,
2298,6C:EC:EB:1F:F6:76_-57,6C:EC:EB:1F:F6:76_-57,,,,,,,,,,,,,
2299,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,7C:66:9D:7B:2D:4A_-71,,,,,,,,,,,,
2300,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,6C:EC:EB:1F:F4:74_-71,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,BC:6A:29:BE:2F:23_-83,,,,,,,,,
2301,BC:6A:29:BE:2F:76_-58,,,,,,,,,,,,,,
2302,6C:EC:EB:1F:F6:26_-70,6C:EC:EB:1F:F6:26_-70,,,,,,,,,,,,,
2303,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:55_-72,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:26_-68,6C:EC:EB:1F:F6:26_-68,,,,,,,
2304,6C:EC:EB:1F:F6:55_-86,6C:EC:EB:1F:F6:24_-78,6C:EC:EB:1F:F6:24_-78,,,,,,,,,,,,
2305,7C:66:9D:7B:29:FA_-76,6C:EC:EB:1F:F6:55_-69,6C:EC:EB:1F:F6:2D_-88,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:29:FA_-76,7C:66:9D:7B:2B:90_-64,7C:66:9D:7B:29:FA_-76,,,,,,,,
2306,,,,,,,,,,,,,,,
2307,7C:66:9D:7B:29:FA_-71,7C:66:9D:7B:29:FA_-71,,,,,,,,,,,,,
2308,6C:EC:EB:1F:F4:74_-56,6C:EC:EB:1F:F4:74_-56,6C:EC:EB:1F:F4:74_-56,6C:EC:EB:1F:F4:74_-56,,,,,,,,,,,
2309,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-77,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:FD:83_-74,6C:EC:EB:1F:F4:46_-82,6C:EC:EB:1F:FD:83_-74,,,,,,,
2310,BC:6A:29:BE:2F:76_-58,BC:6A:29:BE:2F:76_-58,,,,,,,,,,,,,
2311,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,6C:EC:EB:1F:F6:15_-69,,,,,,,,,
2312,7C:66:9D:7B:29:FB_-70,,,,,,,,,,,,,,
2313,,,,,,,,,,,,,,,
2314,6C:EC:EB:1F:F4:74_-66,,,,,,,,,,,,,,
2315,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,7C:66:9D:7B:29:FA_-63,,,,,,,,,,,,
2316,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,,
2317,7C:66:9D:7B:29:FB_-80,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,,,,
2318,BC:6A:29:BE:31:57_-73,BC:6A:29:BE:2F:76_-81,,,,,,,,,,,,,
2319,6C:EC:EB:1F:F6:15_-78,6C:EC:EB:1F:F6:15_-78,,,,,,,,,,,,,
2320,6C:EC:EB:1F:F4:74_-62,,,,,,,,,,,,,,
2321,7C:66:9D:7B:29:FA_-82,7C:66:9D:7B:29:FA_-82,7C:66:9D:7B:29:FA_-82,7C:66:9D:7B:29:FA_-82,7C:66:9D:7B:29:FA_-82,BC:6A:29:BE:2F:23_-80,,,,,,,,,
2322,7C:66:9D:7B:2B:90_-76,,,,,,,,,,,,,,
2323,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-76,6C:EC:EB:1F:F6:76_-83,6C:EC:EB:1F:F6:76_-76,,,,,,,,,,,
2324,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,6C:EC:EB:1F:FD:83_-70,7C:66:9D:7B:2B:9F_-68,,,,,,,,,,,
2325,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,6C:EC:EB:1F:F6:76_-68,,,,,,,,,,
2326,6C:EC:EB:1F:F6:65_-74,6C:EC:EB:1F:F6:65_-74,,,,,,,,,,,,,
2327,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:65_-61,6C:EC:EB:1F:F6:65_-61,,,,,,,,
2328,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,7C:66:9D:7B:2B:90_-63,,,,,,,
2329,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,7C:66:9D:7B:2B:9F_-76,,,,,,,,,,,,
2330,7C:66:9D:7B:29:FB_-69,6C:EC:EB:1F:FD:9B_-71,6C:EC:EB:1F:FD:9B_-71,6C:EC:EB:1F:FD:9B_-71,,,,,,,,,,,
2331,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,BC:6A:29:BE:31:57_-72,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,7C:66:9D:7B:29:FB_-64,,,,,,,
2332,6C:EC:EB:1F:F6:24_-80,,,,,,,,,,,,,,
2333,BC:6A:29:BE:31:57_-60,6C:EC:EB:1F:F6:2D_-92,BC:6A:29:BE:31:57_-60,BC:6A:29:BE:31:57_-60,,,,,,,,,,,
2334,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,BC:6A:29:BE:31:57_-86,,,,,,,,,,
2335,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,6C:EC:EB:1F:F4:46_-71,,,,,,,,,,,,
2336,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,7C:66:9D:7B:2B:90_-74,,,,,,,,,,,
2337,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:FD:83_-75,6C:EC:EB:1F:F4:46_-68,6C:EC:EB:1F:FD:83_-75,,,,,,,,,,,
2338,6C:EC:EB:1F:F6:2D_-88,BC:6A:29:BE:31:57_-64,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:FD:83_-82,6C:EC:EB:1F:F6:2D_-88,6C:EC:EB:1F:F6:2D_-88,,,,,,,,
2339,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,,,,,,,,,,,
2340,,,,,,,,,,,,,,,
2341,,,,,,,,,,,,,,,
2342,BC:6A:29:BE:31:57_-66,BC:6A:29:BE:31:57_-66,7C:66:9D:7B:29:FA_-82,,,,,,,,,,,,
